Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
16005198,Det som inte växer är döende,Jesper Weithz,"Weithz, Jesper",,"=""9127133397""","=""9789127133396""",0,2.63,Natur & Kultur,Hardcover,261,2012,,,2024/02/08,to-read,to-read (#446),to-read,,,,0,0
62361024,The Madonna Secret (Sacred Planet),Sophie Strand,"Strand, Sophie",,"=""159143467X""","=""9781591434672""",0,4.51,Bear & Company,Paperback,608,2023,,,2024/02/07,to-read,to-read (#445),to-read,,,,0,0
58955313,"The Matter With Things: Our Brains, Our Delusions, and the Unmaking of the World",Iain McGilchrist,"McGilchrist, Iain",,"=""1914568060""","=""9781914568060""",0,4.78,Perspectiva,Hardcover,1500,2021,2021,,2023/01/09,to-read,to-read (#444),to-read,,,,0,0
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""059331817X""","=""9780593318171""",0,3.74,Alfred A. Knopf,Hardcover,303,2021,2021,,2024/01/31,to-read,to-read (#443),to-read,,,,0,0
17048582,Meaning in Absurdity: What Bizarre Phenomena Can Tell Us about the Nature of Reality,Bernardo Kastrup,"Kastrup, Bernardo",,"=""1846948606""","=""9781846948602""",0,4.33,John Hunt Publishing,ebook,134,2012,2012,,2024/01/09,to-read,to-read (#442),to-read,,,,0,0
14483677,"The Psychedelic Future of the Mind: How Entheogens Are Enhancing Cognition, Boosting Intelligence, and Raising Values",Thomas B. Roberts,"Roberts, Thomas B.",,"=""1594774595""","=""9781594774591""",0,4.04,Park Street Press,Paperback,288,2013,2013,,2024/01/07,to-read,to-read (#441),to-read,,,,0,0
103491304,The Conservative Futurist: How to Create the Sci-Fi World We Were Promised,James Pethokoukis,"Pethokoukis, James",,"=""1546006109""","=""9781546006107""",0,3.83,Center Street,Kindle Edition,262,2023,,,2023/11/30,to-read,to-read (#440),to-read,,,,0,0
51075335,The Revelations,Erik Hoel,"Hoel, Erik",,"=""1419750224""","=""9781419750229""",0,3.37,The Overlook Press,Hardcover,368,2021,2021,,2023/11/21,to-read,to-read (#439),to-read,,,,0,0
62918539,"The World Behind the World: Consciousness, Free Will, and the Limits of Science",Erik Hoel,"Hoel, Erik",,"=""1982159405""","=""9781982159405""",0,3.67,Avid Reader Press / Simon & Schuster,Kindle Edition,246,2023,,,2023/11/21,to-read,to-read (#438),to-read,,,,0,0
51107158,The Good Ancestor: A Radical Prescription for Long-Term Thinking,Roman Krznaric,"Krznaric, Roman",,"=""1615197303""","=""9781615197309""",0,4.06,The Experiment,Hardcover,336,2020,2020,,2023/11/08,to-read,to-read (#437),to-read,,,,0,0
117681537,Another Life,Sarena Ulibarri,"Ulibarri, Sarena",,"=""177768238X""","=""9781777682385""",4,3.95,Stelliform Press,Paperback,162,2023,2023,2023/11/03,2023/10/27,,,read,,,,1,0
18223784,Plant Intelligence and the Imaginal Realm: Beyond the Doors of Perception into the Dreaming of Earth,Stephen Harrod Buhner,"Buhner, Stephen Harrod",,"=""1591431352""","=""9781591431350""",0,4.49,Bear & Company,Paperback,576,2014,2014,,2023/11/05,to-read,to-read (#436),to-read,,,,0,0
61796680,Recoding America: Why Government Is Failing in the Digital Age and How We Can Do Better,Jennifer Pahlka,"Pahlka, Jennifer",,"=""1250266777""","=""9781250266774""",0,4.38,Metropolitan Books,Hardcover,336,2023,2023,,2023/11/05,to-read,to-read (#435),to-read,,,,0,0
123249503,Impromptu: Amplifying Our Humanity Through AI,Reid Hoffman,"Hoffman, Reid",,"=""""","=""9798987831908""",0,3.79,Dallepedia LLC,Kindle Edition,234,2023,2023,,2023/11/05,to-read,to-read (#434),to-read,,,,0,0
122974424,Techlash: Who Makes the Rules in the Digital Gilded Age?,Tom A. Wheeler,"Wheeler, Tom A.",,"=""0815739931""","=""9780815739937""",0,3.64,Brookings Institution Press,Hardcover,264,2023,,,2023/11/05,to-read,to-read (#433),to-read,,,,0,0
32074253,Mikomosis and the Wetiko,Val Napoleon,"Napoleon, Val",,"=""0000103144""","=""9780000103147""",0,3.77,,Paperback,,2013,,,2023/11/03,to-read,to-read (#432),to-read,,,,0,0
66054459,"At Work in the Ruins: Finding Our Place in the Time of Science, Climate Change, Pandemics and All the Other Emergencies",Dougald Hine,"Hine, Dougald",,"=""164502184X""","=""9781645021841""",4,4.14,Chelsea Green Publishing,Hardcover,213,2023,,2023/03/10,2023/01/27,"life, better-catastrophe","life (#8), better-catastrophe (#4)",read,,,,1,0
75560036,Technofeudalism: What Killed Capitalism,Yanis Varoufakis,"Varoufakis, Yanis",,"=""""","=""""",4,4.03,Vintage Publishing,Hardcover,224,2023,,2023/10/26,2023/10/24,,,read,,,,1,0
55983670,Fix the World,J. Scott Coatsworth,"Coatsworth, J. Scott","Bryan Cebulski, Rachel Hope Crossmann, Jana Denardo, J.G. Follansbee, Ingrid Garcia, Jennifer R. Povey, Mere Rain, D.M. Rasch, Holly Schofield, Anthea Sharp, Alex  Silver","=""173230758X""","=""9781732307582""",0,4.28,Other Worlds ink,Paperback,238,2021,2021,,2023/10/27,to-read,to-read (#431),to-read,,,,0,0
1257586,Zahrah the Windseeker,Nnedi Okorafor,"Okorafor, Nnedi",,"=""""","=""""",0,4.16,Houghton Mifflin,Hardcover,308,2005,2005,,2023/10/27,to-read,to-read (#430),to-read,,,,0,0
541598,Sacred Plant Medicine: The Wisdom in Native American Herbalism,Stephen Harrod Buhner,"Buhner, Stephen Harrod",Brooke Medicine Eagle,"=""1591430585""","=""9781591430582""",0,4.36,Bear & Company,Paperback,240,2006,1996,,2023/10/27,to-read,to-read (#429),to-read,,,,0,0
752035,The Lost Language of Plants: The Ecological Importance of Plant Medicine to Life on Earth,Stephen Harrod Buhner,"Buhner, Stephen Harrod",,"=""1890132888""","=""9781890132880""",0,4.42,Chelsea Green,Paperback,336,2002,2002,,2023/10/27,to-read,to-read (#428),to-read,,,,0,0
378207,The Secret Teachings of Plants: The Intelligence of the Heart in the Direct Perception of Nature,Stephen Harrod Buhner,"Buhner, Stephen Harrod",,"=""1591430356""","=""9781591430353""",0,4.26,Bear & Company,Paperback,315,2004,2004,,2023/10/27,to-read,to-read (#427),to-read,,,,0,0
55503081,The Myth of Artificial Intelligence: Why Computers Can’t Think the Way We Do,Erik J. Larson,"Larson, Erik J.",,"=""0674983513""","=""9780674983519""",0,3.96,Belknap Press: An Imprint of Harvard University Press,Hardcover,320,2021,2021,,2023/10/27,to-read,to-read (#426),to-read,,,,0,0
58772732,"Ways of Being: Animals, Plants, Machines: The Search for a Planetary Intelligence",James Bridle,"Bridle, James",,"=""0374601119""","=""9780374601119""",0,4.17,"Farrar, Straus and Giroux",Hardcover,384,2022,2022,,2023/08/10,reading-soon,reading-soon (#2),reading-soon,,,,0,0
33258426,Retrotopia,John Michael Greer,"Greer, John Michael",,"=""""","=""""",0,4.10,Founders House Publishing LLC,Kindle Edition,265,2016,2016,,2023/10/14,reading-soon,reading-soon (#1),reading-soon,,,,0,0
24679417,The 15 Commitments of Conscious Leadership: A New Paradigm for Sustainable Success,Jim Dethmer,"Dethmer, Jim","Diana Chapman, Kaley Klemp","=""0990976904""","=""9780990976905""",5,4.19,"Dethmer, Chapman & Klemp",Paperback,375,2015,2015,2023/05/08,2023/10/27,,,read,,,,1,0
60643059,The Network State: How To Start a New Country,Balaji S. Srinivasan,"Srinivasan, Balaji S.",,"=""""","=""""",4,3.94,Amazon Kindle,Kindle Edition,262,2022,,2022/08/14,2022/03/20,,,read,,,,1,0
60630705,Wetiko: Healing the Mind-Virus That Plagues Our World,Paul Levy,"Levy, Paul",Larry Dossey,"=""""","=""""",5,4.15,Inner Traditions,Kindle Edition,342,2021,,2023/03/04,2022/11/06,"indigenous-thinking, better-catastrophe","indigenous-thinking (#9), better-catastrophe (#6)",read,,,,1,0
64660069,Post Capitalist Philanthropy,Alnoor Ladha,"Ladha, Alnoor",Lynn Murphy,"=""""","=""9798986531007""",5,4.70,Daraja Press,Paperback,266,2022,,2023/01/18,2022/12/11,better-catastrophe,better-catastrophe (#5),read,,,,1,0
57425775,Hospicing Modernity: Facing Humanity's Wrongs and the Implications for Social Activism,Vanessa Machado De Oliveira,"Oliveira, Vanessa Machado De",,"=""""","=""""",5,4.39,North Atlantic Books,Paperback,272,2021,,2023/03/23,2023/02/26,"indigenous-thinking, better-catastrophe","indigenous-thinking (#10), better-catastrophe (#3)",read,,,,1,0
125082585,Breaking Together: A freedom-loving response to collapse,Jem Bendell,"Bendell, Jem",,"=""""","=""""",4,4.09,Good Works,Kindle Edition,340,2023,2023,2023/06/02,2023/05/16,better-catastrophe,better-catastrophe (#2),read,,,,1,0
60881728,"I Want a Better Catastrophe: Navigating the Climate Crisis with Grief, Hope, and Gallows Humor",Andrew  Boyd,"Boyd, Andrew",,"=""0865719837""","=""9780865719835""",5,4.15,New Society Publishers,Paperback,416,2023,,2023/10/15,2023/09/01,better-catastrophe,better-catastrophe (#1),read,,,,1,0
10353369,The Whole-Brain Child: Revolutionary Strategies to Nurture Your Child's Developing Mind,Daniel J. Siegel,"Siegel, Daniel J.",Tina Payne Bryson,"=""0553807919""","=""9780553807912""",0,4.27,Delacorte Press,Hardcover,192,2011,2011,,2023/10/23,to-read,to-read (#425),to-read,,,,0,0
23719305,How Emotions Are Made: The Secret Life of the Brain,Lisa Feldman Barrett,"Barrett, Lisa Feldman",,"=""0544133315""","=""9780544133310""",0,4.10,Houghton Mifflin Harcourt,Hardcover,425,2017,2017,,2023/10/23,to-read,to-read (#424),to-read,,,,0,0
6088007,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",Jack Womack,"=""""","=""""",0,3.89,Ace,Kindle Edition,268,2018,1984,,2023/10/19,to-read,to-read (#423),to-read,,,,0,0
31848286,Real Love: The Art of Mindful Connection,Sharon Salzberg,"Salzberg, Sharon",,"=""1250076501""","=""9781250076502""",0,4.12,Flatiron Books,Hardcover,320,2017,2017,,2023/10/15,to-read,to-read (#422),to-read,,,,0,0
75606515,The Evolved Nest: Nature's Way of Raising Children and Creating Connected Communities,Darcia Narvaez,"Narvaez, Darcia","G.A. Bradshaw, Gabor Maté","=""1623177677""","=""9781623177676""",0,4.02,North Atlantic Books,Paperback,248,2023,,,2023/09/29,to-read,to-read (#421),to-read,,,,0,0
25733658,Into the Magic Shop: A Neurosurgeon's Quest to Discover the Mysteries of the Brain and the Secrets of the Heart,James R. Doty,"Doty, James R.",,"=""1594632987""","=""9781594632983""",0,4.22,Avery,Hardcover,288,2016,2016,,2023/08/16,to-read,to-read (#420),to-read,,,,0,0
61115000,Leading by Nature: The Process of Becoming A Regenerative Leader,Giles Hutchins,"Hutchins, Giles",,"=""1783242434""","=""9781783242436""",0,4.60,Wordzworth Publishing,Kindle Edition,250,2022,,,2023/08/15,to-read,to-read (#419),to-read,,,,0,0
1679325,The Rainbow and the Worm: The Physics of Organisms,Mae-Wan Ho,"Ho, Mae-Wan",,"=""9810234279""","=""9789810234270""",0,4.44,World Scientific Publishing Company,Paperback,,1998,1998,,2023/08/05,to-read,to-read (#418),to-read,,,,0,0
1963638,The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,"Singer, Michael A.",,"=""""","=""""",0,4.21,New Harbinger Publications,Paperback,183,2007,2007,,2023/08/04,to-read,to-read (#417),to-read,,,,0,0
40651734,True Refuge: Finding Peace and Freedom in Your Own Awakened Heart,Tara Brach,"Brach, Tara",,"=""0345538625""","=""9780345538628""",0,4.21,Bantam ,Kindle Edition,322,2013,2012,,2022/03/08,to-read,to-read (#278),to-read,,,,0,0
51161980,Regenerative Leadership: The DNA of life-affirming 21st century organizations,Giles Hutchins,"Hutchins, Giles",Laura Storm,"=""1783241241""","=""9781783241248""",0,4.13,Wordzworth Publishing,Kindle Edition,411,2019,,,2023/07/19,to-read,to-read (#416),to-read,,,,0,0
112138,Selected Poetry of William Wordsworth,William Wordsworth,"Wordsworth, William","David Bromwich, Mark van Doren","=""0375759417""","=""9780375759413""",0,4.09,Random House Publishing Group,Paperback,784,2002,2002,,2018/02/19,poetry-to-read,poetry-to-read (#7),poetry-to-read,,,,0,0
22397551,#Accelerate: The Accelerationist Reader,Robin Mackay,"Mackay, Robin","Armen Avanessian, J.G. Ballard, Ray Brassier, Samuel Butler, Jacques Camatte, CCRU, Gilles Deleuze, Shulamith Firestone, Mark Fisher, Nikolai Fyodorovich Fyodorov, Iain Hamilton Grant, Félix Guattari, Nick Land, Gilles Lipovetsky, Jean-François Lyotard, Karl Marx, Reza Negarestani, Antonio Negri, Luciana Parisi, Sadie Plant, Patricia Reed, Benedict Singleton, Nick Srnicek, Tiziana Terranova, Thorstein Veblen, Alex Williams, Diann Bauer","=""0957529554""","=""9780957529557""",0,3.92,Urbanomic / Merve Verlag,Paperback,536,2014,2014,,2023/06/27,to-read,to-read (#415),to-read,,,,0,0
36722636,The Deep Learning Revolution (Mit Press),Terrence J. Sejnowski,"Sejnowski, Terrence J.",,"=""026203803X""","=""9780262038034""",0,3.73,The MIT Press,Hardcover,352,2018,2018,,2023/06/19,to-read,to-read (#414),to-read,,,,0,0
62927799,Reality Switch Technologies: Psychedelics as Tools for the Discovery and Exploration of New Worlds,Andrew R. Gallimore,"Gallimore, Andrew R.",,"=""1739110102""","=""9781739110109""",5,4.63,Strange Worlds Press,Paperback,336,2022,2022,2023/06/02,2023/02/01,psychedelics,psychedelics (#6),read,,,,1,0
8601007,Ensouling Language: On the Art of Nonfiction and the Writer's Life,Stephen Harrod Buhner,"Buhner, Stephen Harrod",,"=""1594773823""","=""9781594773822""",0,4.59,Inner Traditions,Paperback,480,2010,2010,,2023/06/02,to-read,to-read (#413),to-read,,,,0,0
12527,Pilgrim at Tinker Creek,Annie Dillard,"Dillard, Annie",,"=""0072434171""","=""9780072434170""",0,4.08,McGraw-Hill College,Paperback,288,2000,1974,,2023/06/02,to-read,to-read (#412),to-read,,,,0,0
34272565,Life 3.0: Being Human in the Age of Artificial Intelligence,Max Tegmark,"Tegmark, Max",Rob Shapiro,"=""0451485076""","=""9780451485076""",5,4.00,Random House Audio,Audio CD,384,2035,2017,2023/04/07,2019/11/07,ai,ai (#9),read,,,,1,0
584226,Tantric Quest: An Encounter with Absolute Love,Daniel Odier,"Odier, Daniel",Jody Gladding,"=""0892816201""","=""9780892816200""",5,4.20,Inner Traditions,Paperback,192,1997,1992,2023/05/16,2023/05/13,buddhism,buddhism (#6),read,,,,1,0
4129848,Mastering the Core Teachings of the Buddha: An Unusually Hardcore Dharma Book,Daniel M. Ingram,"Ingram, Daniel M.",,"=""1904658407""","=""9781904658405""",0,4.25,AEON Books,Paperback,406,2008,2007,,2023/05/09,to-read,to-read (#411),to-read,,,,0,0
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",0,4.08,Crown Publishers,Hardcover,333,2012,2012,,2023/04/16,to-read,to-read (#410),to-read,,,,0,0
23398681,Quiet Power: The Secret Strengths of Introverts,Susan Cain,"Cain, Susan","Gregory Mone, Erica Moroz, Grant Snider","=""0803740603""","=""9780803740600""",0,3.92,Rocky Pond Books,Hardcover,273,2016,2012,,2023/04/16,to-read,to-read (#409),to-read,,,,0,0
32202447,The SIMPOL Solution: Saving Global Problems Could Be Easier Than We Think,John Bunzl,"Bunzl, John",Nick Duffell,"=""0720619319""","=""9780720619317""",0,4.27,Peter Owen Publishers,Paperback,208,2017,,,2023/04/05,to-read,to-read (#408),to-read,,,,0,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Diana Lewis Burgin, Katherine Tiernan O'Connor, Ellendea Proffer, Hans Fronius, Михаил Афанасьевич Булгаков","=""0679760806""","=""9780679760801""",0,4.28,Vintage International,Paperback,372,1996,1967,,2023/04/03,to-read,to-read (#407),to-read,,,,0,0
9717,The Unbearable Lightness of Being,Milan Kundera,"Kundera, Milan",Michael Henry Heim,"=""0571224385""","=""9780571224388""",0,4.11,Harper Perennial,Paperback,314,2009,1984,,2023/04/01,to-read,to-read (#406),to-read,,,,0,0
50683,Uses of the Erotic: The Erotic as Power,Audre Lorde,"Lorde, Audre",,"=""1888553103""","=""9781888553109""",5,4.64,Kore Press,Paperback,16,2000,1978,2022/03/01,2022/01/15,,,read,,,,1,0
37784139,"The Listening Society: A Metamodern Guide to Politics, Book One (Metamodern Guides)",Hanzi Freinacht,"Freinacht, Hanzi",,"=""8799973901""","=""9788799973903""",5,4.49,Metamoderna ApS,Paperback,414,2017,,2018/03/01,2018/02/19,metamodernism,metamodernism (#1),read,,,,2,0
35070302,Zoology,Gillian Clarke,"Clarke, Gillian",,"=""1784102164""","=""9781784102166""",4,4.07,Carcanet Press Ltd.,Paperback,117,2017,2017,2018/12/01,2018/12/02,,,read,,,,1,0
31163283,The Master Works of Chaos Magick: Practical Techniques For Directing Your Reality (Gallery of Magick Books by Adam Blackthorne),Adam Blackthorne,"Blackthorne, Adam",,"=""1533352070""","=""9781533352071""",4,4.30,CreateSpace Independent Publishing Platform,Paperback,100,2016,,2017/12/01,2017/12/31,,,read,,,,1,0
25726800,"Brief Peeks Beyond: Critical Essays on Metaphysics, Neuroscience, Free Will, Skepticism and Culture",Bernardo Kastrup,"Kastrup, Bernardo",,"=""1785350188""","=""9781785350184""",5,4.46,Iff Books,Paperback,251,2015,2015,2017/07/01,2017/07/13,philosophy,philosophy (#1),read,,,,1,0
25387807,Inventing the Future: Postcapitalism and a World Without Work,Nick Srnicek,"Srnicek, Nick",Alex Williams,"=""1784780960""","=""9781784780968""",4,3.97,Verso,Paperback,245,2015,2015,2017/11/01,2017/11/21,,,read,,,,1,0
23215879,Psychotherapy: A Very Short Introduction,Tom  Burns,"Burns, Tom",Eva Burns-Lundgren,"=""0199689369""","=""9780199689361""",5,3.76,"Oxford University Press, USA",Paperback,127,2015,2015,2017/12/01,2017/12/31,,,read,,,,1,0
22815968,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,"Kolk, Bessel van der",,"=""""","=""""",5,4.35,Penguin Books Limited,Kindle Edition,464,2014,2014,2018/04/01,2018/02/19,"psychotherapy, somatics","psychotherapy (#2), somatics (#1)",read,,,,2,0
18680114,Apocalyptic Witchcraft,Peter Grey,"Grey, Peter",,"=""0957449291""","=""9780957449299""",5,4.10,Scarlet Imprint,Paperback,182,2013,2013,2019/11/04,2018/12/02,magic,magic (#2),read,,,,2,0
22790425,The Beginner's Guide to Wicca: Practical magic for the solitary witch,Kirsten Riddle,"Riddle, Kirsten",,"=""1782491651""","=""9781782491651""",5,3.77,CICO Books,Paperback,144,2014,2014,2017/07/01,2017/07/13,,,read,,,,1,0
26085755,Cryptocurrency,Paul Vigna,"Vigna, Paul",Michael J. Casey,"=""1784700738""","=""9781784700737""",4,3.83,Vintage,Paperback,384,2016,2015,2017/07/01,2017/07/13,,,read,,,,1,0
18554985,The Systems View of Life: A Unifying Vision,Fritjof Capra,"Capra, Fritjof",Pier Luigi Luisi,"=""1107011361""","=""9781107011366""",5,4.30,Cambridge University Press,Hardcover,510,2014,2014,2019/05/01,2019/05/05,"complexity, fritjof-capra, life","complexity (#4), fritjof-capra (#3), life (#7)",read,,,,1,0
18691067,Breaking Convention: Essays on Psychedelic Consciousness,Cameron Adams,"Adams, Cameron","Anna Waldstein, Ben Sessa, David   Luke, David King","=""158394771X""","=""9781583947715""",0,4.55,North Atlantic Books,Paperback,336,2014,2013,2019/05/01,2019/05/11,,,read,,,,1,0
17345270,The More Beautiful World Our Hearts Know Is Possible (Sacred Activism),Charles Eisenstein,"Eisenstein, Charles",,"=""1583947248""","=""9781583947241""",5,4.35,North Atlantic Books,Paperback,288,2013,2013,2017/07/01,2017/07/13,"charles-eisenstein, philosophy","charles-eisenstein (#1), philosophy (#8)",read,,,,1,0
22569217,"Feral: Rewilding the Land, the Sea, and Human Life",George Monbiot,"Monbiot, George",,"=""014197558X""","=""9780141975580""",5,4.16,Penguin,Paperback,336,2014,2013,2017/12/01,2017/12/31,,,read,,,,1,0
16202556,The Psychedelic Renaissance: Reassessing the Role of Psychedelic Drugs in 21st Century Psychiatry and Society,Ben Sessa,"Sessa, Ben",,"=""1908995009""","=""9781908995001""",0,4.28,Muswell Hill Press,Paperback,250,2013,2012,2019/05/01,2019/05/05,,,read,,,,1,0
13711602,"Rewriting the Rules: An Integrative Guide to Love, Sex and Relationships",Meg Barker,"Barker, Meg",,"=""041551763X""","=""9780415517638""",5,4.30,Routledge,Paperback,208,2012,2012,2017/07/01,2017/07/13,,,read,,,,1,0
13702178,Beautiful Trouble: A Toolbox for Revolution,Andrew  Boyd,"Boyd, Andrew",,"=""1935928570""","=""9781935928577""",5,4.14,OR Books,Paperback,460,2012,2012,2019/03/01,2019/03/14,,,read,,,,1,0
13592853,Drugs Without the Hot Air: Minimizing the Harms of Legal and Illegal Drugs,David J. Nutt,"Nutt, David J.",,"=""1906860165""","=""9781906860165""",0,4.43,UIT Cambridge Ltd.,Paperback,320,2012,2012,2019/05/01,2019/05/05,,,read,,,,1,0
11289729,"Sacred Economics: Money, Gift, and Society in the Age of Transition",Charles Eisenstein,"Eisenstein, Charles",,"=""1583943978""","=""9781583943977""",0,4.21,North Atlantic Books,Paperback,469,2011,2011,2018/05/01,2018/05/02,,,read,,,,1,0
7802901,Spiritual Bypassing: When Spirituality Disconnects Us from What Really Matters,Robert Augustus Masters,"Masters, Robert Augustus",,"=""1556439059""","=""9781556439056""",5,4.20,North Atlantic Books,Paperback,206,2010,2010,2017/07/01,2017/07/13,,,read,,,,1,0
7322609,"The Harvard Psychedelic Club: How Timothy Leary, Ram Dass, Huston Smith, and Andrew Weil Killed the Fifties and Ushered in a New Age for America – A ... of the 1960s Mind/Body/Spirit Movement",Don Lattin,"Lattin, Don",,"=""0061655945""","=""9780061655944""",5,3.92,HarperOne,Paperback,272,2011,2010,2017/07/01,2017/07/13,,,read,,,,1,0
6917510,Elements of Change,Glennie Kindred,"Kindred, Glennie",,"=""0953222764""","=""9780953222766""",4,4.13,Central Books,Pamphlet,60,2009,2009,2021/08/01,2021/08/30,,,read,,,,1,0
6917508,Sacred Tree,Glennie Kindred,"Kindred, Glennie",,"=""0953222756""","=""9780953222759""",5,4.40,Glennie Kindred,Paperback,56,2003,1995,2021/08/01,2021/08/30,,,read,,,,1,0
6917505,"Earth's Cycle of Celebration, The",Glennie Kindred,"Kindred, Glennie",,"=""095322273X""","=""9780953222735""",5,4.39,G.Kindred,Paperback,48,2002,1999,2021/10/01,2021/10/03,,,read,,,,1,0
6121595,"Market, Schmarket",Molly Scott Cato,"Cato, Molly Scott",Polyp,"=""1873797508""","=""9781873797501""",5,4.20,New Clarion Press,Paperback,206,2006,2006,2017/07/01,2017/07/13,,,read,,,,1,0
6080337,"The Year of the Flood (MaddAddam, #2)",Margaret Atwood,"Atwood, Margaret",,"=""0385528779""","=""9780385528771""",5,4.07,Doubleday Nan A. Talese,Hardcover,431,2009,2009,2017/07/01,2017/07/13,,,read,,,,1,0
5982081,Albion Dreaming: A Popular History Of LSD In Britain,Andy Roberts,"Roberts, Andy",,"=""1905736274""","=""9781905736270""",0,4.22,Marshall Cavendish Books Ltd,Hardcover,265,2008,2008,2019/05/01,2019/05/11,,,read,,,,1,0
5519081,Tryptamine Palace: 5-MeO-DMT and the Sonoran Desert Toad,James Oroc,"Oroc, James",,"=""1594772991""","=""9781594772993""",4,4.18,Park Street Press,Paperback,384,2009,2009,2017/12/01,2017/12/31,,,read,,,,1,0
4419097,"Green Economics: An Introduction to Theory, Policy and Practice",Molly Scott Cato,"Cato, Molly Scott",,"=""1844075710""","=""9781844075713""",5,4.05,Routledge,Paperback,240,2008,2008,2017/07/01,2017/07/13,,,read,,,,1,0
13651,The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",5,4.26,Harper Voyager,Paperback,387,1994,1974,2017/07/01,2017/07/13,fiction,fiction (#2),read,,,,1,0
10238,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,Fritjof Capra,"Capra, Fritjof",,"=""1570625190""","=""9781570625190""",5,3.97,"Shambhala Publications, Inc.",Paperback,366,2000,1975,2017/07/01,2017/07/13,"philosophy, fritjof-capra","philosophy (#2), fritjof-capra (#1)",read,,,,1,0
22467482,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",3,4.12,Penguin,Paperback,422,2014,1967,2017/12/01,2017/12/31,,,read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",5,3.99,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,2018/02/01,2018/02/19,,,read,,,,1,0
5130,Island,Aldous Huxley,"Huxley, Aldous",,"=""0060085495""","=""9780060085490""",5,3.85,Harper Perennial Classics,Paperback,354,2002,1962,2017/07/01,2017/07/13,fiction,fiction (#3),read,,,,1,0
46756,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",5,4.00,Anchor Books,Paperback,389,2004,2003,2017/07/01,2017/07/13,,,read,,,,1,0
204524,The Essential David Bohm,Lee Nichol,"Nichol, Lee",,"=""0415261740""","=""9780415261746""",5,4.35,Routledge,Paperback,360,2002,2002,2019/01/01,2019/01/13,"david-bohm, philosophy","david-bohm (#1), philosophy (#12)",read,,,,1,0
2547,The Prophet,Kahlil Gibran,"Gibran, Kahlil",,"=""000100039X""","=""9780001000391""",5,4.23,Rupa & Co,Paperback,127,2003,1923,2017/07/01,2017/07/13,poetry,poetry (#3),read,,,,1,0
314114,The Web of Life: A New Scientific Understanding of Living Systems,Fritjof Capra,"Capra, Fritjof",,"=""0385476760""","=""9780385476768""",5,4.18,Anchor Books,Paperback,347,1996,1996,2017/07/01,2017/07/13,"life, complexity, fritjof-capra","life (#2), complexity (#2), fritjof-capra (#2)",read,,,,1,0
204523,Wholeness and the Implicate Order,David Bohm,"Bohm, David",,"=""0415289793""","=""9780415289795""",5,4.24,Routledge,Paperback,284,2002,1980,2017/07/01,2017/07/13,"david-bohm, philosophy","david-bohm (#3), philosophy (#13)",read,,,,1,0
877432,Shroom: A Cultural History of the Magic Mushroom,Andy Letcher,"Letcher, Andy",,"=""0060828285""","=""9780060828288""",0,3.87,Ecco,Hardcover,384,2007,2006,2019/05/01,2019/05/11,,,read,,,,1,0
49628,Cloud Atlas,David  Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",5,4.01,Random House,Paperback,509,2004,2004,2017/07/01,2017/07/13,,,read,,,,1,0
5128,The Doors of Perception & Heaven and Hell,Aldous Huxley,"Huxley, Aldous",,"=""0060595183""","=""9780060595180""",5,3.91,Harper Perennial Modern Classics,Paperback,187,2004,1956,2017/07/01,2017/07/13,psychedelics,psychedelics (#2),read,,,,1,0
341631,"After the Ecstasy, the Laundry: How the Heart Grows Wise on the Spiritual Path",Jack Kornfield,"Kornfield, Jack",,"=""0553378295""","=""9780553378290""",5,4.11,Bantam,Paperback,336,2001,2000,2017/07/01,2017/07/13,buddhism,buddhism (#1),read,,,,1,0
514210,The Way of Zen,Alan W. Watts,"Watts, Alan W.",,"=""0375705104""","=""9780375705106""",5,4.16,Vintage,Paperback,236,1999,,2017/07/01,2017/07/13,,,read,,,,1,0
301050,Wild: An Elemental Journey,Jay Griffiths,"Griffiths, Jay",,"=""158542403X""","=""9781585424030""",4,4.13,Tarcher,Hardcover,384,2006,2006,2017/07/01,2017/07/13,indigenous-thinking,indigenous-thinking (#5),read,,,,1,0
